x1,x2,x3,x4,y
0.9690486254304945,0.8118841776117163,0.36410614843195654,0.7918862921938262,1.3398738754399904
0.18940500115604286,0.43711665971161195,0.10508786191214636,0.8719992371062438,0.28883943993696204
0.8501519703997159,0.09052386163188075,0.6718843061334432,0.8094573903432059,0.31448482286913115
0.9440872299512455,0.13288898614409062,0.48960318280391446,0.0439649953771688,0.9402213109210286
0.46048839145015186,0.9034875069462943,0.1014748448932642,0.3312709577689289,1.243162397600937
0.7745917651877136,0.9780517226194583,0.5022541051967923,0.7906797281472568,1.3340547979487598
0.9147719362418364,0.9030112917742756,0.612335608277662,0.2043489004815764,1.6050712210364246
0.1500455932571798,0.5069055976424863,0.6005902254964034,0.7360310085654821,-0.035054151228222086
0.26835443897151157,0.02040749404991471,0.0011250505349370554,0.6172640593304632,0.2680764515247617
0.4647556152637947,0.5088135751518367,0.9300655163398217,0.6562323196056994,0.11330781834963466
0.7517662592096348,0.6770692690707264,0.003424332753499071,0.785035230806518,1.2075008324761012
0.2811610032459412,0.9700758483361955,0.8228067073689211,0.29111569186455066,0.9826762108846344
0.6713052168077773,0.8956917747470217,0.13474701784629606,0.23186721994084858,1.442325555733906
0.6975596782980117,0.7008524826632776,0.11068822143796164,0.5569800247683252,1.1271027524352137
0.7144033075883395,0.691998126169778,0.024550189545937906,0.5302417270882779,1.1802471793056408
0.05696321482293332,0.13854824905652985,0.33948093196714724,0.22366747846729496,0.00022798809874441384
0.8641142539334986,0.34343862574913586,0.8889448179974246,0.7428378580386062,0.321722479074228
0.09669523156334359,0.9399353623173177,0.8099915320457193,0.21043014726563447,0.8097270795256333
0.7277348028022697,0.6729124881651501,0.7382981256892629,0.8206722969717556,0.5746452008715337
0.616030598073925,0.729911215575055,0.5993267855584122,0.6637378833802351,0.7510050885965589
0.8662410498959375,0.8584180545162172,0.4836916092028043,0.5433863116535247,1.3402912067128752
0.6935650629720305,0.789137189105418,0.8919510872271457,0.011581962725559669,1.3059720219559434
0.5401361870740169,0.2289416559519335,0.17173568708766052,0.32201177446574225,0.5372495555658394
0.197524125981551,0.1454238482583624,0.628594071044459,0.5620811464370973,-0.13464865447240948
0.4648703578726362,0.5542821763789191,0.05299354376600196,0.971617852494221,0.7206096157340061
0.23416065976109735,0.5674524280284995,0.014676289848522206,0.12895136342813152,0.5542703902505034
0.7572929127717734,0.06851001067135698,0.9263700053374854,0.6060428609074802,0.20056660604035548
0.5149398128686284,0.11741127856278599,0.3599064853059233,0.10198477177900667,0.49202024043666753
0.7399662614119339,0.6343121310632875,0.9417932139414842,0.08266192803647576,1.064467698149911
0.8893770914789129,0.6545484743756217,0.011186835552261187,0.8792770246152132,1.307974469307115
0.3555400408648136,0.5328763580912435,0.47612396495191134,0.6686859086644714,0.32111986773660095
0.9047968724560133,0.22645221059442122,0.878473388382876,0.4303007522799436,0.5780697162600508
0.30200720040264006,0.6292501700249681,0.6870406020295405,0.9662255886631913,0.03412676674758519
0.42837615825252207,0.18661294658315764,0.43440992734948136,0.8904742565690738,0.07636969298221574
0.7485884037399095,0.21478858330195372,0.0026120718716655666,0.574141459174312,0.7932228405009036
0.1768727008008929,0.706908715144483,0.95814277538094,0.7249379872757583,-0.018001462759350995
0.8989997996735816,0.7471293252022925,0.461893825386823,0.16515799693815503,1.3809165692518248
0.23480958866332924,0.338435391144321,0.9181660083463805,0.44696530179592797,-0.061040244376963704
0.8492737923422208,0.14728326760802635,0.019097353434618936,0.5009583721022801,0.8613991741714497
0.2167955971646509,0.9929561385096948,0.708567461794106,0.9667622420417183,0.5177412221668555
0.22831998842939571,0.5961956661939404,0.03303028771287597,0.39621026555384997,0.5706823217517935
0.04211449580848581,0.20955020904420252,0.3711746243279006,0.23231346586012402,-0.0002030774979893124
0.8445246790552917,0.284682136294513,0.5900325349036816,0.9450826093180063,0.3679391101112104
0.528117354265026,0.5539705743046168,0.24652292850653423,0.44533720924894127,0.7252149184634368
0.8099915623543302,0.9360899464645852,0.7092210210747979,0.5435159638549976,1.300783003370706
0.7364623625602819,0.8530314681659567,0.9556790406121075,0.9284116049260791,0.5768615363527472
0.4649743240986447,0.155368357066468,0.12677162259665198,0.4834099110403425,0.42783099167429084
0.5359972906475283,0.8945582993332938,0.5188746172355914,0.14172988578018597,1.262691801318565
0.14577767654195206,0.6960962174573463,0.2932943038896154,0.3827228365447647,0.5180771925733213
0.8484224383787972,0.74924580225192,0.9884173941895532,0.09161342325890842,1.3192394094805655
0.39765435613511246,0.10708379905359566,0.40687458506673413,0.23352029467434576,0.3141078231545774
0.2065601231716122,0.7543312568438454,0.7058600892236737,0.7946392443014169,0.21467164033999686
0.3789755907149015,0.2776155992966578,0.5750340092226931,0.6860962080975403,0.06151735843292816
0.5533056565620449,0.14667022442177946,0.014392187821012148,0.9764107542937817,0.5607651243277277
0.11227024642586014,0.8665705241457242,0.22723564428410092,0.9201818134041068,0.6541166125166609
0.22045059630630948,0.6183463751063811,0.6492462548957225,0.22812734612278152,0.4546920108039948
0.5164400091036705,0.49375438366022406,0.5748239128799268,0.2609086780169467,0.610256853285328
0.6329974648233418,0.4646238948522281,0.866968222881287,0.16458429087187365,0.706183478319631
0.9885551988581784,0.8779701028102453,0.28954356844926243,0.5963795849369165,1.5867088271138865
0.6967939025279123,0.8629724893531182,0.8943522307124243,0.7335973174318446,0.7854210226184094
0.23416516294462386,0.4682493715924648,0.16413063506485348,0.7713630498143617,0.3268183297097687
0.3707344054442143,0.3946372647712354,0.6215072156211394,0.26634557521361435,0.36093727934631226
0.5379950436183365,0.6021151261229847,0.9940048294024662,0.5727981282941116,0.33117356292739386
0.15481135126120305,0.9010143410398548,0.6879372054632972,0.32315773736400044,0.7443259632546542
0.5030028759408667,0.25087901872196905,0.1185327511201768,0.12753730974201316,0.5508258097815778
0.47602081058272183,0.590846458345552,0.07864925365468001,0.3972581169337158,0.7938762935171036
0.4056096902536177,0.060558665786531574,0.9303360720313681,0.6417214525489655,-0.18773957324720608
0.22022878089932374,0.6015634074729275,0.48044206912663534,0.27333604931609645,0.4507851770094377
0.7336416481208917,0.39685400977536567,0.1301216908298577,0.2460157988852546,0.8591227614738701
0.939052695163183,0.25469523606678723,0.0029432227490727714,0.0035071232285736054,1.0039120361934293
0.6139453459644124,0.5168620741507886,0.45522769321930545,0.5495225940281064,0.6309338468085638
0.02731427823696575,0.39179611874498255,0.5870258772119127,0.02421282952414716,0.16660491940940322
0.5691115152581516,0.6253691926507237,0.4834397201520165,0.09637982332346196,0.9136043075589743
0.9710036826157424,0.9608755596588497,0.41751167796054967,0.9133717647380698,1.5129421456678702
0.36636822465004415,0.7183222775405412,0.2835404947935777,0.5904086642879701,0.7149503542584481
0.6969754584300907,0.046502491111489075,0.06477937909005482,0.7448072737870033,0.6508897873719862
0.22783634068214698,0.7473104024353299,0.5060603612928178,0.9534441467160136,0.30380888891057334
0.8630071268493963,0.9135714705066721,0.14900512724771597,0.36556019307215715,1.6431496154877032
0.021541296446281555,0.41214125265261126,0.34370695267161466,0.25946560204788593,0.10222157718136037
0.7902159685481737,0.7668448966393242,0.6966879050340135,0.4395850842227399,1.0720134526386085
0.30292907328105745,0.688911984657078,0.8567523209093802,0.6046475306239771,0.2594956206909935
0.6887947206362451,0.6698595522957121,0.5846095382692785,0.2712100248671184,0.9789545730264915
0.169156685959167,0.8103810850091158,0.019499523775705074,0.3849067347871403,0.8183686908733079
0.6314096897911505,0.226906645583677,0.5737070217881823,0.6838392214951636,0.29057295245524745
0.02143124417460973,0.9586277747854526,0.13588319283379968,0.7318033627137711,0.8409586773126597
0.16846356912611515,0.3892203768199054,0.3544453136529452,0.2887753114289666,0.2176010150232773
0.449670428464511,0.9466709884168983,0.17152939643408394,0.011117880898222188,1.34394934537464
0.5939292870333338,0.5491311843037572,0.23223840324541245,0.5818802969742292,0.7603393935589193
0.0002772970226690985,0.8535516181128917,0.9650818053000108,0.7920642796081917,-0.03557916307212128
0.03822470474229156,0.7152774579350923,0.905916725764343,0.6513946993512042,-0.04026280664411219
0.39201390969768335,0.7657203696141991,0.3188545309755092,0.45874954596602335,0.8320672228255649
0.11116783408805209,0.8522109920404713,0.9085160749336119,0.9199397795495402,0.0016513313510160277
0.27344338502282584,0.04675580372319588,0.4596620636745551,0.9103649415174054,-0.1428307375102284
0.3303890927459282,0.3809425784098456,0.36235253357439745,0.37978917033977033,0.3378887726947354
0.47859661759970573,0.35765990244162416,0.08479349466135944,0.30674777684113863,0.5805070074362949
0.9716593435168489,0.04925121090881679,0.885160530534786,0.3443458622476133,0.6692836591782779
0.19608980818146793,0.10770999187107821,0.8714336574515541,0.2866156135584277,-0.04207524187560621
0.6566769671602061,0.12536965999383887,0.9472481445359648,0.5482870702054266,0.15303060888202624
